,w1,w2,cosin
18762,時間,體重,0.03679365
18763,時間,衛生,0.061800323
18767,時間,諮商,0.025992714
18768,時間,服用,0.12843157
18769,時間,就醫,0.11418784
18770,時間,念頭,0.021637365
18771,時間,事情,0.16408843
18772,時間,世界,0.04643301
18774,時間,女性,0.08143849
18775,時間,刺激,0.17219298
18777,時間,調節,0.08929419
18778,時間,障礙,0.10574709
18780,時間,更多,0.06480355
18781,時間,超過,0.01081172
18782,時間,正常,0.032910377
18783,時間,醫生,0.067162775
18784,時間,醫院,0.01611419
18787,時間,接受,0.091876395
18788,時間,缺乏,0.053236675
18789,時間,主要,0.102737784
18790,時間,支持,0.03975938
18792,時間,傳導,0.03117327
18793,時間,量表,0.15718764
18794,時間,評估,0.07858398
18795,時間,習慣,0.18284696
18796,時間,家庭,0.024684995
18797,時間,關係,0.066578455
18798,時間,延伸,0.12301101
18802,時間,中心,0.038985617
18804,時間,傳真,0.023077322
18805,時間,瀏覽器,0.05259888
18806,時間,過度,0.010208638
18807,時間,組織,0.074410036
18809,時間,性格,0.02420859
18810,時間,自救,0.044215757
18811,時間,認識,0.037952527
18812,時間,現在,0.03516768
18813,時間,門診,0.062143553
18814,時間,內容,0.022626365
18816,時間,動作,0.10139937
18818,時間,注意力,0.016274946
18822,時間,花蓮縣,0.018528357
18824,時間,反應,0.0024051666
18829,時間,朋友,0.03860257
18830,時間,更年期,0.00094366446
18831,時間,感到,0.04834827
18832,時間,病情,0.06870926
18833,時間,專線,0.016747357
18834,時間,食慾不振,0.0058982726
18836,時間,活動,0.06700099
18837,時間,標準,0.028847042
18838,時間,遺傳,0.013241375
18839,時間,腎上腺素,0.1089578
18841,時間,透過,0.09505066
18842,時間,測試,0.010909915
18843,時間,維持,0.10480572
18844,時間,挫折,0.04511586
18845,時間,死亡,0.06096974
18847,時間,營養,0.029984176
18848,時間,有效,0.07788281
18852,時間,異常,0.011079741
18853,時間,食物,0.12011584
18854,時間,不足,0.013657354
18855,時間,相應,0.0017792229
18856,時間,發展,0.027904954
18857,時間,合作,0.12235454
18860,時間,廣告,0.062069762
18861,時間,系統,0.08921987
18863,時間,過敏,0.10356837
18865,時間,指出,0.07094903
18868,時間,傾向,0.039701827
18869,時間,作用,0.046438895
18871,時間,天然,0.10693459
18873,時間,選擇,0.047746487
18878,時間,介紹,0.070349924
18881,時間,判斷,0.01897867
18883,時間,處理,0.041268803
18885,時間,無力,0.06893906
18888,時間,想法,0.055815153
18891,時間,絕望,0.022576787
18892,時間,脂肪酸,0.07491857
18895,時間,方面,0.083157614
18897,時間,活力,0.07452619
18898,時間,正確,0.010081655
18902,時間,說明,0.045999397
18906,時間,資源,0.14703491
18907,時間,徵兆,0.0139700025
18909,時間,決定,0.03848492
18911,時間,告訴,0.03555886
18912,時間,緩解,0.053111937
18913,時間,法人,0.0004793331
18914,時間,商品,0.008751558
18916,時間,社團,0.007928498
18918,時間,不斷,0.12985069
18921,時間,顯示,0.027676256
18923,時間,學名,0.07459963
18924,時間,面對,0.08365855
18925,時間,痛苦,0.0361585
18927,時間,管理,0.074547864
18929,時間,分享,0.081826486
18930,時間,說話,0.12415437
18934,時間,手冊,0.09296499
18935,時間,上升,0.10176666
18936,時間,煩躁,0.049518015
18937,時間,事物,0.08908285
18938,時間,回收,0.04568349
18940,時間,成因,0.048298318
18941,時間,人數,0.13712381
18942,時間,以前,0.068316475
18943,時間,全球,0.05856145
18944,時間,專家,0.09328556
18945,時間,風險,0.048461486
18949,時間,集中,0.06834686
18951,時間,攝取,0.021947995
18952,時間,不良,0.0031019459
18953,時間,觀察,0.072068825
18955,時間,上述,0.05373539
18956,時間,日常,0.051104207
18958,時間,期望,0.015504219
18959,時間,困難,0.042399522
18961,時間,科學,0.03624102
18962,時間,失衡,0.0010728687
18963,時間,支援,0.07212983
18964,時間,立即,0.04257427
18965,時間,更新,0.015154276
18966,時間,悲觀,0.111740366
18967,時間,簡單,0.13645518
18968,時間,人生,0.09508009
18969,時間,院區,0.037126925
18971,時間,無助感,0.01049302
18972,時間,及早,0.0360038
18975,時間,像是,0.046896897
18977,時間,博士,0.08167875
18978,時間,西藥,0.0006186925
18979,時間,簡稱,0.021805769
18980,時間,兒童,0.004454052
18981,時間,輕生,0.07392914
18983,時間,服藥,0.09195205
18984,時間,迴圈,0.12563783
18986,時間,遠距,0.0030646175
18988,時間,內文,0.023064818
18990,時間,找到,0.031700402
18991,時間,正視,0.17213409
18992,時間,抑制劑,0.061314404
18993,時間,關懷,0.06941411
18994,時間,關心,0.1342882
18996,時間,美國,0.024876745
18997,時間,分析,0.102452315
19000,時間,來源,0.09442823
19003,時間,促進,0.044774488
19005,時間,簡介,0.0155749135
19006,時間,專區,0.043000784
19007,時間,目前,0.06589202
19010,時間,影響到,0.048850443
19011,時間,重大,0.024802461
19015,時間,專注,0.119466655
19016,時間,酵母,0.03187825
19017,時間,注意,0.025180047
19018,時間,性慾,0.05299928
19019,時間,突然,0.06915071
19021,時間,蛋白質,0.047038328
19023,時間,強烈,0.042875517
19024,時間,乒乓球,0.020455621
19025,時間,普遍,0.048132785
19026,時間,現象,0.013951566
19027,時間,查詢,0.074804045
19028,時間,避免,0.021453612
19029,時間,適合,0.13253008
19030,時間,安心,0.05735311
19031,時間,至少,0.047626566
19032,時間,調整,0.072991334
19033,時間,參考,0.07614213
19036,時間,訊息,0.054750048
19037,時間,完整,0.0022588316
19043,時間,經濟,0.02986256
19046,時間,會員,0.11349821
19049,時間,走出,0.04242454
19050,時間,指數,0.012267593
19051,時間,經歷,0.09056461
19052,時間,情況,0.02623423
19055,時間,太多,0.04592473
19057,時間,開啟,0.13075536
19058,時間,症候群,0.09022219
19060,時間,依賴,0.038573354
19061,時間,時期,0.0048260204
19063,時間,行動,0.057109118
19064,時間,遲緩,0.050733615
19065,時間,練習,0.008663587
19066,時間,發病,0.032994017
19067,時間,減壓,0.11010446
19068,時間,差別,0.0049220324
19071,時間,趨勢,0.0634741
19073,時間,減少,0.037333667
19074,時間,緩慢,0.08300306
19075,時間,基因,0.102170594
19076,時間,頭痛,0.03600562
19077,時間,討論,0.036460456
19079,時間,過往,0.055164963
19081,時間,分院,0.075743124
19083,失去,資訊,0.06517839
19084,失去,使用,0.13284577
19085,失去,導致,0.13739786
19086,失去,失眠,0.049548145
19088,失去,相關,0.061414693
19089,失去,睡眠,0.07045107
19090,失去,預防,0.049351167
19091,失去,服務,0.025798395
19093,失去,精神科,0.05126465
19095,失去,程度,0.15364963
19096,失去,知道,0.033839323
19097,失去,拉菲爾,0.008220626
19098,失去,運動,0.09087381
19100,失去,發現,0.045651093
19102,失去,診所,0.058775917
19103,失去,心情,0.12577325
19104,失去,影響,0.1228271
19105,失去,通常,0.26144916
19106,失去,方式,0.1087016
19107,失去,一半,0.050881755
19108,失去,自律神經,0.05531558
19109,失去,復發,0.05870381
19110,失去,推薦,0.14428079
19111,失去,大腦,0.11420746
19112,失去,了解,0.014203884
19113,失去,病患,0.11687677
19114,失去,焦慮症,0.12581174
19115,失去,常見,0.065276906
19116,失去,天數,0.07436412
19117,失去,增加,0.1005523
19119,失去,改變,0.008592073
19120,失去,資料,0.124308705
19121,失去,長期,0.083757624
19122,失去,專業,0.13579954
19123,失去,失調,0.0048788004
19125,失去,工作,0.10215405
19127,失去,醫學,0.0445655
19128,失去,認知,0.059758022
19129,失去,醫療,0.07265849
19130,失去,網站,0.0402162
19131,失去,興趣,0.011682859
19132,失去,生理,0.047639735
19133,失去,心理治療,0.16103591
19134,失去,重要,0.09201142
19135,失去,社會,0.065605134
19137,失去,幫助,0.12142163
19138,失去,發生,0.05823626
19139,失去,線上,0.16688319
19140,失去,病人,0.029857172
19141,失去,產生,0.015920766
19142,失去,尋求,0.1492264
19145,失去,衛生,0.049623393
19146,失去,提供,0.08002514
19147,失去,方法,0.1634388
19148,失去,效果,0.13754065
19149,失去,諮商,0.085798204
19150,失去,服用,0.10231154
19151,失去,就醫,0.14751598
19152,失去,念頭,0.054082572
19153,失去,事情,0.082500204
19154,失去,世界,0.15906358
19155,失去,狀態,0.026159856
19157,失去,刺激,0.071673915
19158,失去,臨床,0.08530583
19162,失去,更多,0.05433618
19163,失去,超過,0.05714371
19165,失去,醫生,0.19607867
19167,失去,陪伴,0.12012996
19168,失去,包括,0.0832683
19171,失去,主要,0.14364886
19172,失去,支持,0.15184346
19173,失去,適當,0.07071291
19174,失去,傳導,0.07674062
19175,失去,量表,0.09800635
19176,失去,評估,0.115068056
19177,失去,習慣,0.09012326
19178,失去,家庭,0.058465187
19179,失去,關係,0.039418153
19180,失去,延伸,0.018155295
19182,失去,青少年,0.023904921
19185,失去,照顧,0.053169988
19186,失去,傳真,0.051438674
19189,失去,組織,0.20212469
19190,失去,預約,0.09956831
19191,失去,性格,0.07250576
19194,失去,現在,0.14453186
19195,失去,門診,0.04720456
19197,失去,身心科,0.040082954
19198,失去,動作,0.089065
19199,失去,悲傷,0.069622606
19200,失去,注意力,0.09252761
19201,失去,地址,0.03420023
19203,失去,環境,0.04954198
19204,失去,花蓮縣,0.0013290942
19205,失去,重度,0.08491262
19206,失去,反應,0.05718659
19207,失去,諮詢,0.13909169
19208,失去,困擾,0.11266509
19209,失去,狀況,0.026767083
19211,失去,朋友,0.014487265
19214,失去,病情,0.06993685
19215,失去,專線,0.055665907
19216,失去,食慾不振,0.035529703
19217,失去,明顯,0.05408135
19220,失去,遺傳,0.07226053
19221,失去,腎上腺素,0.19222176
19222,失去,慢性,0.028284445
19223,失去,透過,0.062970944
19224,失去,測試,0.04727447
19227,失去,死亡,0.189503
19228,失去,罪惡感,0.012465301
19229,失去,營養,0.041880235
19230,失去,有效,0.07396665
19231,失去,稱為,0.10647819
19232,失去,人際,0.07610486
19234,失去,異常,0.088610336
19235,失去,食物,0.0076317564
19238,失去,發展,0.008900899
19240,失去,振芝,0.06899582
19242,失去,廣告,0.0243322
19245,失去,過敏,0.113201454
19247,失去,指出,0.077777535
19249,失去,能力,0.054691397
19250,失去,傾向,0.07339883
19251,失去,作用,0.07217325
19252,失去,減輕,0.0625349
19254,失去,重視,0.049163226
19255,失去,選擇,0.016551863
19256,失去,腦部,0.050339002
19257,失去,下降,0.098877355
19260,失去,介紹,0.25370267
19261,失去,臺灣,0.077601805
19262,失去,濫用,0.035738066
19263,失去,判斷,0.09172041
19264,失去,學會,0.036263697
19265,失去,處理,0.05056978
19266,失去,輕度,0.025843037
19268,失去,患有,0.1287629
19270,失去,想法,0.125456
19271,失去,過去,0.048688814
19272,失去,反覆,0.015275758
19273,失去,絕望,0.059450768
19275,失去,心靈,0.023409188
19276,失去,政策,0.060628854
19277,失去,方面,0.08484084
19278,失去,心悸,0.06761015
19279,失去,活力,0.018113557
19280,失去,正確,0.06996
19283,失去,住院,0.107064314
19285,失去,生命,0.010631211
19286,失去,文章,0.0397465
19288,失去,資源,0.14186786
19294,失去,緩解,0.039608955
19295,失去,法人,0.06605318
19296,失去,商品,0.19595872
19297,失去,易怒,0.17035052
19299,失去,工具,0.0093177
19300,失去,不斷,0.054507002
19302,失去,事件,0.04014893
19304,失去,穩定,0.06483686
19305,失去,學名,0.17214057
19306,失去,面對,0.0633581
19307,失去,痛苦,0.033875078
19309,失去,管理,0.061073277
19311,失去,分享,0.061997
19312,失去,說話,0.03218078
19313,失去,正念,0.13730314
19315,失去,外在,0.010279506
19316,失去,手冊,0.024228582
19317,失去,上升,0.021998584
19318,失去,煩躁,0.057715267
19320,失去,回收,0.0906944
19321,失去,分為,0.042218965
19322,失去,成因,0.12628403
19323,失去,人數,0.04617203
19324,失去,以前,0.040213343
19325,失去,全球,0.24080873
19326,失去,專家,0.08809501
19327,失去,風險,0.0011558644
19330,失去,價值感,0.059161257
19331,失去,集中,0.03799779
19332,失去,特別,0.02581207
19334,失去,不良,0.060171124
19336,失去,鼓勵,0.07859426
19340,失去,期望,0.05583459
19341,失去,困難,0.05801808
19342,失去,追蹤,0.13020144
19343,失去,科學,0.022856079
19344,失去,失衡,0.12578535
19346,失去,立即,0.0207827
19347,失去,更新,0.059854377
19348,失去,悲觀,0.048229404
19349,失去,簡單,0.017257143
19350,失去,人生,0.12239222
19354,失去,及早,0.06493291
19357,失去,像是,0.05168059
19358,失去,統計,0.016731882
19361,失去,簡稱,0.09290923
19363,失去,輕生,0.1702275
19365,失去,服藥,0.0017251149
19366,失去,迴圈,0.009657413
19369,失去,抑制,0.007958875
19372,失去,找到,0.010126103
19373,失去,正視,0.029490158
19374,失去,抑制劑,0.041827615
19375,失去,關懷,0.074793346
19376,失去,關心,0.025521822
19377,失去,提升,0.030994238
19378,失去,美國,0.05819947
19383,失去,感受,0.12171756
19384,失去,快樂,0.028513996
19385,失去,促進,0.098703995
19388,失去,專區,0.044826902
19389,失去,目前,0.107072815
19391,失去,抗鬱劑,0.03246977
19392,失去,影響到,0.0020589046
19394,失去,色胺酸,0.023809623
19396,失去,人本,0.005548794
19397,失去,專注,0.014599983
19399,失去,注意,0.0040419446
19401,失去,突然,0.01813814
19404,失去,經由,0.061458923
19407,失去,普遍,0.06321655
19410,失去,避免,0.052453987
19411,失去,適合,0.021946374
19413,失去,至少,0.087212026
19414,失去,調整,0.015087994
19417,失去,聲明,0.10068006
19419,失去,完整,0.010017443
19420,失去,責任,0.08957131
19421,失去,關節炎,0.029526101
19422,失去,人員,0.0679198
19423,失去,出版,0.0006660316
19424,失去,共同,0.05016646
19425,失去,經濟,0.12929301
19426,失去,影音,0.05252483
19427,失去,老年,0.00611265
19429,失去,空虛,0.006418772
19430,失去,失智症,0.05138744
19433,失去,經歷,0.0033099018
19435,失去,學習,0.044767242
19437,失去,太多,0.0017806701
19439,失去,開啟,0.06416173
19440,失去,症候群,0.028983485
19442,失去,依賴,0.087715566
19445,失去,行動,0.05210936
19446,失去,遲緩,0.05661437
19447,失去,練習,0.053564645
19449,失去,減壓,0.09844999
19450,失去,差別,0.15762779
19451,失去,過多,0.02982272
19452,失去,提到,0.12464702
19453,失去,趨勢,0.0070390347
19454,失去,大部分,0.024749465
19455,失去,減少,0.002087202
19458,失去,頭痛,0.036563516
19460,失去,多巴胺,0.032675825
19461,失去,過往,0.11764078
19462,失去,減退,0.053380392
19463,失去,分院,0.07425743
19464,飲食,資訊,0.04334199
19465,飲食,使用,0.13979492
19466,飲食,導致,0.0043661576
19467,飲食,失眠,0.061122257
19468,飲食,表現,0.0475712
19469,飲食,相關,0.038009163
19471,飲食,預防,0.05354996
19472,飲食,服務,0.047768988
19474,飲食,精神科,0.012989044
19479,飲食,運動,0.0025828779
19480,飲食,家人,0.12713718
19481,飲食,發現,0.12641764
19482,飲食,感覺,0.057711832
19483,飲食,診所,0.14695694
19485,飲食,影響,0.09230706
19488,飲食,一半,0.03830432
19490,飲食,復發,0.052755516
19492,飲食,大腦,0.06457026
19493,飲食,了解,0.06649108
19494,飲食,病患,0.087335266
19495,飲食,焦慮症,0.002210861
19496,飲食,常見,0.052976586
19498,飲食,增加,0.044224493
19500,飲食,改變,0.08043515
19502,飲食,長期,0.054767795
19503,飲食,專業,0.04946612
19504,飲食,失調,0.07156047
19505,飲食,康健,0.0032924674
19506,飲食,工作,0.03351142
19507,飲食,電話,0.087500505
19509,飲食,認知,0.02312671
19511,飲食,網站,0.058532156
19513,飲食,生理,0.11268793
19515,飲食,重要,0.0661329
19516,飲食,社會,0.0016388139
19521,飲食,病人,0.12785622
19524,飲食,協會,0.07680062
19525,飲食,體重,0.01915646
19527,飲食,提供,0.009001786
19528,飲食,方法,0.010089356
19530,飲食,諮商,0.00044119172
19534,飲食,事情,0.116435215
19535,飲食,世界,0.08192419
19536,飲食,狀態,0.030762237
19537,飲食,女性,0.06273094
19539,飲食,臨床,0.063762315
19540,飲食,調節,0.107614234
19542,飲食,以下,0.014023343
19544,飲食,超過,0.023982983
19545,飲食,正常,0.09998122
19546,飲食,醫生,0.046466857
19548,飲食,陪伴,0.09787749
19550,飲食,接受,0.07022543
19551,飲食,缺乏,0.03394037
19552,飲食,主要,0.018292477
19554,飲食,適當,0.072313234
19555,飲食,傳導,0.008362271
19556,飲食,量表,0.009566005
19557,飲食,評估,0.105647035
19558,飲食,習慣,0.005068129
19560,飲食,關係,0.07976559
19564,飲食,台北,0.024961477
19565,飲食,中心,0.037879333
19571,飲食,預約,0.12003993
19572,飲食,性格,0.008964859
19573,飲食,自救,0.040579878
19574,飲食,認識,0.13194382
19575,飲食,現在,0.060245328
19578,飲食,身心科,0.08007711
19579,飲食,動作,0.0641302
19580,飲食,悲傷,0.073568
19581,飲食,注意力,0.029014725
19582,飲食,地址,0.03986162
19585,飲食,花蓮縣,0.0072916145
19586,飲食,重度,0.07512535
19587,飲食,反應,0.017998157
19588,飲食,諮詢,0.07818831
19590,飲食,狀況,0.12565005
19594,飲食,感到,0.014916614
19595,飲食,病情,0.04115849
19597,飲食,食慾不振,0.047967263
19599,飲食,活動,0.015997224
19601,飲食,遺傳,0.121529005
19604,飲食,透過,0.02927784
19605,飲食,測試,0.013045261
19607,飲食,挫折,0.08474951
19609,飲食,罪惡感,0.011547159
19610,飲食,營養,0.030749798
19612,飲食,稱為,0.105464116
19613,飲食,人際,0.03947228
19615,飲食,異常,0.07381833
19616,飲食,食物,0.01617263
19617,飲食,不足,0.07240546
19618,飲食,相應,0.087029874
19622,飲食,少於,0.05089952
19624,飲食,系統,0.069890246
19625,飲食,逐漸,0.052164834
19628,飲食,指出,0.001360707
19631,飲食,傾向,0.021394916
19633,飲食,減輕,0.032312017
19634,飲食,天然,0.056083508
19636,飲食,選擇,0.03086073
19637,飲食,腦部,0.009486942
19638,飲食,下降,0.04007046
19641,飲食,介紹,0.092790216
19643,飲食,濫用,0.05427715
19644,飲食,判斷,0.111386694
19646,飲食,處理,0.0085440185
19647,飲食,輕度,0.1083802
19648,飲食,無力,0.035625294
19651,飲食,想法,0.035171926
19652,飲食,過去,0.08987388
19654,飲食,絕望,0.042606354
19655,飲食,脂肪酸,0.032109104
19657,飲食,政策,0.08282071
19660,飲食,活力,0.088546135
19663,飲食,不適,0.11628835
19665,飲食,說明,0.07483699
19666,飲食,生命,0.043429583
19667,飲食,文章,0.0112304
19669,飲食,資源,0.0035342015
19670,飲食,徵兆,0.0038383082
19671,飲食,男性,0.11609952
19674,飲食,告訴,0.0048936
19675,飲食,緩解,0.008332735
19677,飲食,商品,0.07667217
19679,飲食,社團,0.0103758685
19681,飲食,不斷,0.013826196
19683,飲食,事件,0.11541623
19686,飲食,學名,0.16452578
19687,飲食,面對,0.04679182
19689,飲食,意念,0.008297142
19690,飲食,管理,0.053924747
19691,飲食,家族,0.041075327
19692,飲食,分享,0.109807566
19693,飲食,說話,0.027688995
19696,飲食,外在,0.05098349
19697,飲食,手冊,0.12205544
19700,飲食,事物,0.036778443
19703,飲食,成因,0.009363495
19707,飲食,專家,0.015598863
19708,飲食,風險,0.09021992
19710,飲食,自責,0.028766228
19712,飲食,集中,0.021691093
19715,飲食,不良,0.007114198
19716,飲食,觀察,0.0066074748
19717,飲食,鼓勵,0.092802934
19718,飲食,上述,0.023361597
19719,飲食,日常,0.0024382481
19720,飲食,記憶力,0.06181231
19721,飲食,期望,0.10615276
19724,飲食,科學,0.035889395
19725,飲食,失衡,0.10622839
19726,飲食,支援,0.06713666
19728,飲食,更新,0.08199903
19729,飲食,悲觀,0.024381008
19731,飲食,人生,0.008133989
19733,飲食,適應,0.057551626
19736,飲食,失落,0.07995081
19737,飲食,機制,0.07117291
19738,飲食,像是,0.013559021
19740,飲食,博士,0.028971381
19741,飲食,西藥,0.10819811
19742,飲食,簡稱,0.10422718
19745,飲食,急診,0.0022518486
19746,飲食,服藥,0.033612233
19753,飲食,找到,0.074699074
19755,飲食,抑制劑,0.057452664
19758,飲食,提升,0.060307465
19759,飲食,美國,0.08592323
19760,飲食,分析,0.035022974
19761,飲食,中度,0.058260154
19762,飲食,生病,0.018280251
19763,飲食,來源,0.0628011
19764,飲食,感受,0.043195546
19766,飲食,促進,0.14425391
19767,飲食,得到,0.007379383
19770,飲食,目前,0.023429545
19773,飲食,影響到,0.051033672
19774,飲食,重大,0.028430417
19775,飲食,色胺酸,0.119451225
19776,飲食,過程,0.07615635
19779,飲食,酵母,0.042519215
19781,飲食,性慾,0.06900121
19782,飲食,突然,0.016971204
19783,飲食,補充,8.553453e-05
19785,飲食,經由,0.022175195
19790,飲食,查詢,0.11132009
19792,飲食,適合,0.0424483
19793,飲食,安心,0.03957651
19796,飲食,參考,0.009521395
19799,飲食,訊息,0.07306455
19801,飲食,責任,0.029182397
19802,飲食,關節炎,0.015592166
19803,飲食,人員,0.09352669
19805,飲食,共同,0.0016432256
19806,飲食,經濟,0.035929017
19811,飲食,失智症,0.047504555
19812,飲食,走出,0.015509699
19814,飲食,經歷,0.0662681
19816,飲食,學習,0.022983627
19817,飲食,傷害,0.020645559
19818,飲食,太多,0.012934526
19822,飲食,甲狀腺素,0.067030355
19824,飲食,時期,0.09875403
19825,飲食,掛號,0.007377371
19826,飲食,行動,0.04475626
19829,飲食,發病,0.032236297
19834,飲食,趨勢,0.14264143
19836,飲食,減少,0.072002314
19837,飲食,緩慢,0.13952251
19839,飲食,頭痛,0.027955443
19840,飲食,討論,0.03307821
19841,飲食,多巴胺,0.08252109
19842,飲食,過往,0.08054761
19843,飲食,減退,0.064883314
19844,飲食,分院,0.0841985
19845,資訊,使用,0.08750396
19847,資訊,失眠,0.11771262
19849,資訊,相關,0.055060323
19850,資訊,睡眠,0.016011043
19851,資訊,預防,0.0018429477
19852,資訊,服務,0.078477755
19854,資訊,精神科,0.035376232
19855,資訊,功能,0.10977673
19857,資訊,知道,0.08553959
19858,資訊,拉菲爾,0.13349572
19859,資訊,運動,0.041804146
19860,資訊,家人,0.07645804
19861,資訊,發現,0.039532334
19862,資訊,感覺,0.05134973
19863,資訊,診所,0.03661803
19864,資訊,心情,0.0532682
19866,資訊,通常,0.015200954
19867,資訊,方式,0.10440105
19869,資訊,自律神經,0.12533733
19870,資訊,復發,0.08644435
19871,資訊,推薦,0.09534134
19872,資訊,大腦,0.12319945
19874,資訊,病患,0.21124338
19875,資訊,焦慮症,0.0123545155
19876,資訊,常見,0.1009342
19877,資訊,天數,0.09900057
19878,資訊,增加,0.15248291
19879,資訊,負面,0.15690693
19880,資訊,改變,0.19099906
19881,資訊,資料,0.12838598
19883,資訊,專業,0.073423386
19886,資訊,工作,0.1003332
19888,資訊,醫學,0.1959088
19889,資訊,認知,0.02075513
19890,資訊,醫療,0.17297131
19891,資訊,網站,0.17196515
19892,資訊,興趣,0.052606322
19893,資訊,生理,0.11436642
19894,資訊,心理治療,0.12091033
19895,資訊,重要,0.06854129
19896,資訊,社會,0.12281005
19897,資訊,躁鬱症,0.09582159
19898,資訊,幫助,0.052114207
19900,資訊,線上,0.013090953
19901,資訊,病人,0.112014346
19902,資訊,產生,0.08429071
19903,資訊,尋求,0.098827615
19904,資訊,協會,0.011721773
19907,資訊,提供,0.050461683
19908,資訊,方法,0.11298327
19910,資訊,諮商,0.10010262
19911,資訊,服用,0.1207581
19914,資訊,事情,0.01906509
19917,資訊,女性,0.05576478
19919,資訊,臨床,0.002841711
19921,資訊,障礙,0.091843635
19922,資訊,以下,0.0022316873
19923,資訊,更多,0.028712224
19924,資訊,超過,0.0030590747
19926,資訊,醫生,0.07908569
19927,資訊,醫院,0.0021865703
19928,資訊,陪伴,0.17686653
19929,資訊,包括,0.12124205
19930,資訊,接受,0.09102018
19931,資訊,缺乏,0.026648225
19932,資訊,主要,0.064772904
19933,資訊,支持,0.032130644
19935,資訊,傳導,0.05896846
19937,資訊,評估,0.09758695
19939,資訊,家庭,0.061710127
19940,資訊,關係,0.14886756
19943,資訊,青少年,0.058989737
19945,資訊,中心,0.15766174
19947,資訊,傳真,0.0044765174
19948,資訊,瀏覽器,0.013040293
19949,資訊,過度,0.08951029
19950,資訊,組織,0.1657789
19951,資訊,預約,0.031775735
19952,資訊,性格,0.044601828
19953,資訊,自救,0.003917042
19956,資訊,門診,0.047168806
19957,資訊,內容,0.0038779061
19958,資訊,身心科,0.14159638
19959,資訊,動作,0.059648164
19960,資訊,悲傷,0.13767989
19961,資訊,注意力,0.09724414
19962,資訊,地址,0.07089948
19964,資訊,環境,0.007914242
19965,資訊,花蓮縣,0.002347881
19966,資訊,重度,0.07820588
19967,資訊,反應,0.060671993
19968,資訊,諮詢,0.06059864
19969,資訊,困擾,0.024098385
19970,資訊,狀況,0.05636107
19971,資訊,舒服,0.021852512
19973,資訊,更年期,0.123515695
19974,資訊,感到,0.0064213164
19975,資訊,病情,0.057914913
19977,資訊,食慾不振,0.004226923
19979,資訊,活動,0.024056638
19980,資訊,標準,0.17055604
19981,資訊,遺傳,0.009095041
19982,資訊,腎上腺素,0.10248149
19983,資訊,慢性,0.019754771
19984,資訊,透過,0.05462703
19987,資訊,挫折,0.04505003
19991,資訊,有效,0.011493478
19992,資訊,稱為,0.060165852
19993,資訊,人際,0.042017527
19994,資訊,身心,0.04622715
19995,資訊,異常,0.0005481057
19998,資訊,相應,0.13003406
19999,資訊,發展,0.0366831
20001,資訊,振芝,0.106186636
20006,資訊,過敏,0.04140151
20007,資訊,衛教,0.05412885
20009,資訊,親友,0.012202486
20010,資訊,能力,0.071404114
20014,資訊,天然,0.022336693
20015,資訊,重視,0.04215482
20017,資訊,腦部,0.033917215
20018,資訊,下降,0.053668484
20019,資訊,專科,0.031057548
20020,資訊,疲倦,0.0499338
20021,資訊,介紹,0.11600182
20022,資訊,臺灣,0.06892266
20023,資訊,濫用,0.122579165
20024,資訊,判斷,0.07746157
20026,資訊,處理,0.057648007
20028,資訊,無力,0.14583036
20030,資訊,副作用,0.022949029
20032,資訊,過去,0.04611414
20033,資訊,反覆,0.07905273
20035,資訊,脂肪酸,0.07202788
20036,資訊,心靈,0.027699329
20038,資訊,方面,0.09199023
20040,資訊,活力,0.042434372
20043,資訊,不適,0.06611714
20044,資訊,住院,0.06588002
20045,資訊,說明,0.023546353
20048,資訊,創傷,0.017987993
20049,資訊,資源,0.107561864
20051,資訊,男性,0.030053858
20053,資訊,給予,0.119559094
20057,資訊,商品,0.03850069
20059,資訊,社團,0.011444246
20060,資訊,工具,0.096741796
20064,資訊,顯示,0.07807426
20065,資訊,穩定,0.0537929
20066,資訊,學名,0.16673884
20067,資訊,面對,0.12112023
20068,資訊,痛苦,0.12012526
20070,資訊,管理,0.00055810064
20072,資訊,分享,0.0021206997
20073,資訊,說話,0.08431427
20074,資訊,正念,0.08895309
20077,資訊,手冊,0.06785133
20078,資訊,上升,0.04350414
20080,資訊,事物,0.013730126
20081,資訊,回收,0.06931147
20082,資訊,分為,0.066262156
20086,資訊,全球,0.0320995
20087,資訊,專家,0.044391073
20088,資訊,風險,0.06744543
20089,資訊,負擔,0.026803836
20092,資訊,集中,0.06925227
20095,資訊,不良,0.14705014
20099,資訊,日常,0.13343087
20101,資訊,期望,0.05793666
20102,資訊,困難,0.03621523
20103,資訊,追蹤,0.14408708
20104,資訊,科學,0.07114574
20105,資訊,失衡,0.051945332
20107,資訊,立即,0.019933052
20108,資訊,更新,0.025095526
20110,資訊,簡單,0.059672307
20111,資訊,人生,0.13476945
20112,資訊,院區,0.009384077
20115,資訊,及早,0.01804936
20117,資訊,機制,0.008075918
20119,資訊,統計,0.07808463
20121,資訊,西藥,0.085778005
20122,資訊,簡稱,0.029486258
20124,資訊,輕生,0.09030506
20125,資訊,急診,0.081280984
20127,資訊,迴圈,0.0044716895
20130,資訊,抑制,0.104190074
20131,資訊,內文,0.039927192
20133,資訊,找到,0.02056365
20134,資訊,正視,0.0047812182
20135,資訊,抑制劑,0.15246087
20136,資訊,關懷,0.09538065
20137,資訊,關心,0.029290814
20138,資訊,提升,0.0712814
